index,node_i,node_j,x_pu,r_pu,capacity,contingency
l656_1,n4702,n4706,0.0001532654134736,3.055124521068805e-05,491.5560191880474,True
l6943,n4696,n4706,9.216917877463188e-05,1.8372593775674133e-05,491.5560191880474,True
l555_1,n3466,n4709,0.000221532002388,4.41592031338402e-05,491.5560191880474,True
l937_1,n4618,n4717,9.081404417098916e-05,1.810246727660913e-05,491.5560191880474,True
l692_1,n4709,n4719,7.690113222484761e-05,1.5329129347145708e-05,491.5560191880474,True
l831_1,n4719,n4720,4.002625363300465e-05,7.978655209236807e-06,491.5560191880474,True
l696_1,n4717,n4724,0.0001262842489179,2.5172939983649256e-05,491.5560191880474,True
l953_1,n4717,n4724,0.0001305680522002,2.6026854259182765e-05,491.5560191880474,True
l859_1,n4724,n4732,0.0003207028476339,6.392747793367922e-05,491.5560191880474,True
l867_1,n4716,n4733,7.963611993001809e-05,1.5874309620601612e-05,491.5560191880474,True
l564_1,n4589,n4749,0.0001682477107011,3.3537749641419545e-05,491.5560191880474,True
l709_1,n4589,n4752,0.0001309654888061,2.6106077502886986e-05,491.5560191880474,True
l566_1,n4761,n4762,0.0001164360133419,2.320983654657694e-05,491.5560191880474,True
l686_1,n4742,n4762,0.0001679080630375,3.347004578820954e-05,491.5560191880474,True
l701_1,n4517,n4767,0.0004153238176022,8.278880085094426e-05,491.5560191880474,True
l720_1,n4524,n4767,0.0008035915753281,0.000160184367175,491.5560191880474,True
l657_1,n4594,n4768,0.0001881032647902,3.749566740004599e-05,491.5560191880474,True
l6482_1,n4594,n4768,0.0002292073962819,4.568918198311538e-05,491.5560191880474,True
l536_1,n4590,n4769,0.000459106736108,9.151629291189878e-05,491.5560191880474,True
l567_1,n4763,n4769,0.0003276937059219,6.532100450272303e-05,491.5560191880474,True
l722_1,n4594,n4769,9.264503184018011e-05,1.846744820734488e-05,491.5560191880474,True
l932_1,n4595,n4774,6.249037353012382e-05,1.2456552863147602e-05,491.5560191880474,True
l603_1,n4771,n4775,7.14707392383167e-05,1.4246658984382073e-05,491.5560191880474,True
l723_1,n4769,n4775,0.0002101283931387,4.188605843297863e-05,491.5560191880474,True
l933_1,n4774,n4775,4.766916493702769e-05,9.502159123660003e-06,491.5560191880474,True
l866_1,n4716,n4781,8.493136155361691e-05,1.6929839512348886e-05,491.5560191880474,True
l934_1,n4775,n4789,0.0001070491655306,2.133870409248409e-05,491.5560191880474,True
l669_1,n4601,n4798,0.0002248548949407,4.482157374233653e-05,491.5560191880474,True
l829_1,n4600,n4798,9.130492867331886e-05,1.820031800797053e-05,491.5560191880474,True
l1156_1,n4600,n4799,0.0001696655862381,3.382038263883161e-05,491.5560191880474,True
l925,n4600,n4800,7.75816306535323e-05,1.5464776874458267e-05,491.5560191880474,False
l5285,n4826,n4844,0.0001276968219867,2.545451601063892e-05,491.5560191880474,False
l650_1,n4587,n4847,0.0003810580986964,7.595842498931964e-05,491.5560191880474,True
l6688_1,n4617,n4847,0.000148163472885,2.953424708672207e-05,491.5560191880474,True
l899_1,n5544,n5546,0.0002157841251599,4.301344687573772e-05,491.5560191880474,True
l726_1,n5544,n5549,0.0003622277123242,7.220485959950876e-05,491.5560191880474,True
l7493_1,n5549,n5551,0.0002583590910232,5.1500151034540165e-05,491.5560191880474,True
l599,n5643,n5653,5.584401559196711e-05,1.113169746019278e-05,491.5560191880474,False
l602_1,n5653,n5655,5.452535728395208e-05,1.086884198351204e-05,491.5560191880474,True
l569_1,n5651,n5657,0.0003616589685534,7.209148874819281e-05,491.5560191880474,True
l714_1,n5656,n5657,0.0002851233834584,5.683522593856847e-05,491.5560191880474,True
l706_1,n4590,n5663,0.0002612431425854,5.207504503365e-05,491.5560191880474,True
l716_1,n5663,n5666,0.0001866282157551,3.720163769206413e-05,491.5560191880474,True
l863_1,n5664,n5672,0.0001780922399581,3.550011427737397e-05,491.5560191880474,True
l865_1,n5646,n5672,0.0001190899449552,2.373885945951533e-05,491.5560191880474,True
l718_1,n5672,n5674,0.00019112883725,3.809877154485707e-05,491.5560191880474,True
l6463_1,n5674,n5676,0.0001957688997711,3.9023700951059134e-05,491.5560191880474,True
l6630_1,n5674,n5678,0.000353801440831,7.052520415236508e-05,491.5560191880474,True
l882_1,n5674,n5680,6.069034333373561e-05,1.2097742857223046e-05,491.5560191880474,True
l725_1,n5674,n5687,0.0002458786810896,4.901236167900149e-05,491.5560191880474,True
l897,n5687,n5689,8.903430036698236e-05,1.7747701069830367e-05,491.5560191880474,False
l719_1,n5678,n5696,0.0003409565469796,6.796476019527743e-05,491.5560191880474,True
l717_1,n5666,n5710,0.0004095671930218,8.164130093459305e-05,491.5560191880474,True
l11476_1,n5676,n5710,0.0001938073772765,3.863269978934689e-05,491.5560191880474,True
l6466_1,n5669,n5711,4.696912751134418e-05,9.36261677966994e-06,491.5560191880474,True
l6915,n5710,n5711,5.208371992092684e-05,1.038213686131432e-05,491.5560191880474,True
l658_1,n5684,n5714,0.0001131130679394,2.254745540322186e-05,491.5560191880474,True
l1052_1,n4636,n6839,5.7660772381329454e-05,1.1493841670696902e-05,491.5560191880474,True
l552_1,n4631,n6839,5.916882670968962e-05,1.1794450506914874e-05,491.5560191880474,True
l680_1,n4676,n6841,0.0002298914971425,4.5825547603163046e-05,491.5560191880474,True
l9592,n4646,n6841,0.0001856116622486,3.699900244159971e-05,491.5560191880474,True
l9593,n4644,n6841,7.791934611823211e-05,1.553209557174062e-05,491.5560191880474,True
l9621_1,n4584,n6843,0.0001238631819956,2.4690335281521197e-05,491.5560191880474,True
l9620_1,n4661,n6843,4.293507562353298e-05,8.558486835255741e-06,491.5560191880474,True
l7488,n4719,n6846,7.320488455427626e-05,1.4592335791550082e-05,491.5560191880474,False
l712_1,n4756,n6848,0.0002059579679843,4.105474444871416e-05,491.5560191880474,True
l9600_1,n4720,n6851,8.051116656805944e-05,1.6048737521872312e-05,491.5560191880474,True
l9599_1,n4587,n6851,0.0001084535597665,2.161864978735599e-05,491.5560191880474,True
l9614_1,n4603,n6854,6.917565998276432e-05,1.3789168102876613e-05,491.5560191880474,True
l9615_1,n4793,n6854,0.0001392080434612,2.774911165339959e-05,491.5560191880474,True
l554_1,n5651,n7264,4.643802268676971e-05,9.25674870832619e-06,491.5560191880474,True
l557_1,n4719,n7266,5.727345052808478e-05,1.1416634656761088e-05,491.5560191880474,True
l9618_1,n4610,n7268,0.0001636526852021,3.2621797714719786e-05,491.5560191880474,True
l9617_1,n4605,n7268,4.734672223889584e-05,9.43788483167359e-06,491.5560191880474,True
l691_1,n6846,n7270,0.0002909720368522,5.800107046888475e-05,491.5560191880474,True
l6465_1,n5735,n7486,3.873846528484709e-05,7.72195321292633e-06,491.5560191880474,True
l10880_1,n5669,n7486,7.155992593140841e-05,1.4264437062739217e-05,491.5560191880474,True
l10881_1,n5710,n7486,9.753214826036072e-05,1.944162423794566e-05,491.5560191880474,True
l9602_1,n4545,n7610,0.0004399916382283,8.770597439767424e-05,491.5560191880474,True
l9312_1,n5537,n7610,5.2119055634653006e-05,1.038918052518e-05,491.5560191880474,True
l9603_1,n4533,n7610,0.0003091736378357,6.162929657855478e-05,491.5560191880474,True
l683_1,n3469,n7649,4.082252951438547e-05,8.1373812985486e-06,491.5560191880474,True
l848_1,n3458,n7649,0.0003995347729467,7.964148297942508e-05,491.5560191880474,True
l998_1,n3468,n7649,3.944056346919644e-05,7.861906339374707e-06,491.5560191880474,True
l667_1,n4610,n7652,9.654368469839131e-05,1.9244588311971693e-05,491.5560191880474,True
l881_1,n4505,n7720,0.0010001941711497,0.0001993742533853,491.5560191880474,True
l7309_1,n5546,n7720,0.0001327616315723,2.646411260577843e-05,491.5560191880474,True
l6935_1,n6839,n7723,0.0001119001298763,2.230567372949628e-05,491.5560191880474,True
l900_1,n5553,n7726,7.192118830118182e-05,1.4336449495252192e-05,491.5560191880474,True
l977_1,n5535,n7726,0.0001861967189269,3.7115625035271945e-05,491.5560191880474,True
l398_1,n5696,n7729,0.0001198082886296,2.3882050889630952e-05,491.5560191880474,True
l856,n3323,n7769,4.352232815437427e-05,8.675547140406831e-06,491.5560191880474,False
l1018,n6854,n7790,5.45034334963395e-05,1.0864471793290268e-05,491.5560191880474,False
l1036_1,n4678,n7795,4.669573466619835e-05,9.30811986701628e-06,491.5560191880474,True
l535_1,n4685,n7795,0.0001140382779645,2.273188265073893e-05,491.5560191880474,True
l695_1,n4683,n7795,7.669141403965529e-05,1.5287325057738594e-05,491.5560191880474,True
l927_1,n4787,n7823,0.0002083143246619,4.152445009873314e-05,491.5560191880474,True
l887_1,n4599,n7823,7.943399833891396e-05,1.583401960244132e-05,491.5560191880474,True
l1015_1,n4580,n7823,7.932922815613564e-05,1.581313518062504e-05,491.5560191880474,True
l1041,n4746,n7852,4.9203393373779497e-05,9.80798539012216e-06,491.5560191880474,True
l565_1,n4748,n7852,0.0002195920156463,4.377249481322071e-05,491.5560191880474,True
l860_1,n4644,n7872,7.741865072191877e-05,1.5432289180448926e-05,491.5560191880474,True
l1025_1,n5666,n7879,9.140429655147044e-05,1.8220125558432644e-05,491.5560191880474,True
l570_1,n5662,n7879,8.926772713163199e-05,1.7794231321919996e-05,491.5560191880474,True
l1043_1,n4755,n7884,5.61875572142294e-05,1.120017751778659e-05,491.5560191880474,True
l711_1,n4589,n7884,6.176953380815577e-05,1.2312863882024404e-05,491.5560191880474,True
l946_1,n4744,n7884,0.0001825762662465,3.639394011559735e-05,491.5560191880474,True
l689_1,n4720,n7888,9.270741821719114e-05,1.847988403000488e-05,491.5560191880474,True
l559_1,n4520,n7892,0.0001886175993295,3.7598192557376783e-05,491.5560191880474,True
l560_1,n4513,n7892,0.0003242509534666,6.463474155480818e-05,491.5560191880474,True
l987_1,n4524,n7892,4.692534985361324e-05,9.353890336268415e-06,491.5560191880474,True
l914_1,n5546,n7901,0.0004763424685346,9.495198708331608e-05,491.5560191880474,True
l6919,n5591,n7901,3.198527808772706e-05,6.375802941075163e-06,491.5560191880474,False
l974_1,n5535,n7901,0.0003746901550502,7.468906745187844e-05,491.5560191880474,True
l11588,n4733,n7910,0.0004125811110966,8.224208194616679e-05,491.5560191880474,True
l693_1,n4500,n7910,0.000916935804383,0.0001827779012059,491.5560191880474,True
l833_1,n4735,n7910,4.221967314388591e-05,8.415881689811145e-06,491.5560191880474,True
l1024_1,n4761,n7938,9.803065977096294e-05,1.9540995303181987e-05,491.5560191880474,True
l705_1,n4593,n7938,7.51714404569022e-05,1.4984340290412396e-05,491.5560191880474,True
l710_1,n4763,n7938,0.0001464874495459,2.920015605566851e-05,491.5560191880474,True
l1026_1,n5657,n7952,9.713842237267764e-05,1.9363140672294547e-05,491.5560191880474,True
l713_1,n5644,n7952,8.699907962880355e-05,1.7342009228332932e-05,491.5560191880474,True
l941_1,n3505,n7975,5.8488689169940536e-05,1.165887491759612e-05,491.5560191880474,True
l688_1,n3466,n7975,0.0001195094118969,2.382247413227789e-05,491.5560191880474,True
l1012_1,n3471,n7975,7.21955470682635e-05,1.4391138950484418e-05,491.5560191880474,True
l522_1,n3320,n7984,7.680828119016752e-05,1.531062083524934e-05,491.5560191880474,True
l684_1,n3303,n7984,0.0003295785178507,6.569671452175177e-05,491.5560191880474,True
l990_1,n3318,n7984,0.0001509198029446,3.0083681650102808e-05,491.5560191880474,True
l575_1,n4545,n7989,0.000480755724042,9.583170578910622e-05,491.5560191880474,True
l728_1,n5540,n7989,0.0001349853149206,2.690737174497372e-05,491.5560191880474,True
l978_1,n7726,n7989,5.036628525460719e-05,1.0039791080652594e-05,491.5560191880474,True
l1035_1,n4683,n7996,4.77964576572645e-05,9.527533087826814e-06,491.5560191880474,True
l891_1,n4685,n7996,0.0001744377666921,3.4771647845619174e-05,491.5560191880474,True
l832_1,n4680,n7996,6.060915572237512e-05,1.2081559280207665e-05,491.5560191880474,True
l6470,n4575,n8016,0.0001370846820968,2.7325850251865957e-05,491.5560191880474,False
l6469,n4501,n8016,3.563573896389048e-05,7.1034695609084e-06,491.5560191880474,False
l894_1,n4515,n8016,6.281646610830564e-05,1.2521554705974544e-05,491.5560191880474,True
l520_1,n5683,n8043,7.911598260894673e-05,1.5770627762580745e-05,491.5560191880474,True
l571_1,n5678,n8043,0.0001232808554123,2.457425689283181e-05,491.5560191880474,True
l970_1,n5684,n8043,4.414228221408068e-05,8.799126022740337e-06,491.5560191880474,True
l654_1,n3489,n8045,0.0002849530404935,5.6801270530267066e-05,491.5560191880474,True
l534_1,n4702,n8055,0.0001150140274133,2.2926384201998057e-05,491.5560191880474,True
l655,n7852,n8055,5.996396588503989e-05,1.1952950010306957e-05,491.5560191880474,True
l834,n4746,n8055,3.981287215233885e-05,7.936120694818375e-06,491.5560191880474,True
l1027_1,n5645,n8060,6.673653104467466e-05,1.3302962998938471e-05,491.5560191880474,True
l568_1,n7879,n8060,0.0001951947055334,3.890924362793182e-05,491.5560191880474,True
l969_1,n7952,n8060,0.0001137352106673,2.267147056491843e-05,491.5560191880474,True
l744_1,n3493,n3497,2.454722416891687e-05,2.9935639230386435e-06,1698.1026117405274,True
l746_1,n3306,n3308,5.365450396972543e-05,6.54323219142993e-06,1698.1026117405274,True
l835_1,n3306,n3309,1.7799321126745248e-05,2.1706489178957627e-06,1698.1026117405274,True
l532_1,n3305,n3311,2.059738974042738e-05,2.511876797613096e-06,1698.1026117405274,True
l745_1,n3496,n3497,3.4981270117105044e-05,4.266008550866468e-06,1698.1026117405274,True
l747_1,n3305,n3312,5.816010379794878e-05,7.092695585115706e-06,1698.1026117405274,True
l635_1,n3304,n3313,8.849409152589821e-05,1.0791962381207095e-05,1698.1026117405274,True
l579_1,n3314,n3315,3.9233448605156e-05,4.784566903067805e-06,1698.1026117405274,True
l827_1,n3313,n3315,1.817227351433304e-05,2.2161309163820773e-06,1698.1026117405274,True
l531_1,n3315,n3319,9.405843957353416e-05,1.1470541411406605e-05,1698.1026117405274,True
l748_1,n3319,n3322,9.703345625985178e-05,1.1833348324372169e-05,1698.1026117405274,True
l963_1,n3322,n3324,4.366820165008838e-05,5.325390445132728e-06,1698.1026117405274,True
l11480_1,n3455,n3457,0.0001187694765062,1.4484082500761448e-05,1698.1026117405274,True
l6683_1,n3453,n3457,2.202255305454444e-05,2.685677201773712e-06,1698.1026117405274,True
l600,n3465,n3467,1.2424967900945065e-05,1.5152399879201298e-06,1698.1026117405274,False
l609_1,n3455,n3467,0.0001984829784128,2.420524126985485e-05,1698.1026117405274,True
l660_1,n3472,n3473,5.497434663848881e-05,6.704188614449854e-06,1698.1026117405274,True
l731_1,n3461,n3477,0.0001891680978541,2.306928022612064e-05,1698.1026117405274,True
l577_1,n3477,n3478,6.768914141081576e-05,8.254773342782411e-06,1698.1026117405274,True
l9494,n3480,n3481,2.07080772642321e-05,2.5253752761258654e-06,1698.1026117405274,True
l628_1,n3472,n3483,8.641932179455631e-05,1.0538941682262968e-05,1698.1026117405274,True
l742_1,n3476,n3485,4.622403107915269e-05,5.637076960872278e-06,1698.1026117405274,True
l7213_1,n3480,n3486,3.721757678508293e-05,4.538728876229627e-06,1698.1026117405274,True
l741_1,n3476,n3493,6.2822772633273e-05,7.661313735765e-06,1698.1026117405274,True
l629_1,n3490,n3495,0.0001125141349183,1.3721235965653277e-05,1698.1026117405274,True
l740_1,n3476,n3495,2.8919156085084533e-05,3.5267263518395782e-06,1698.1026117405274,True
l636_1,n3306,n3501,7.908283893762583e-05,9.64424865092998e-06,1698.1026117405274,True
l663_1,n3500,n3501,6.231163074549225e-05,7.598979359206371e-06,1698.1026117405274,True
l844_1,n3501,n3502,2.4336012164222204e-05,2.9678063614905124e-06,1698.1026117405274,True
l546_1,n3480,n3503,1.4870745069465244e-05,1.813505496276249e-06,1698.1026117405274,True
l1000_1,n3484,n3503,1.2933453350694482e-05,1.5772504086212784e-06,1698.1026117405274,True
l736_1,n3490,n3520,0.0001367824904055,1.6680791512869478e-05,1698.1026117405274,True
l523,n3455,n3610,5.6916198343739126e-05,6.940999798016967e-06,1698.1026117405274,False
l6682_1,n3457,n3735,1.990462397539639e-05,2.427393167731267e-06,1698.1026117405274,True
l7185_1,n3459,n3735,4.764894556240004e-05,5.810847019804881e-06,1698.1026117405274,True
l608_1,n3461,n3735,4.262279180198095e-05,5.197901439265969e-06,1698.1026117405274,True
l3309_1,n3461,n3827,3.3053228214716246e-05,4.030881489599543e-06,1698.1026117405274,True
l799_1,n4502,n4506,0.0001651612237736,2.01416126553272e-05,1698.1026117405274,True
l800_1,n4504,n4506,8.102872451957316e-05,9.881551770679652e-06,1698.1026117405274,True
l777_1,n4499,n4509,7.359378884306224e-05,8.97485229793442e-06,1698.1026117405274,True
l808_1,n4509,n4510,0.0001302273141384,1.5881379772984256e-05,1698.1026117405274,True
l580_1,n3324,n4512,0.0001402553033182,1.7104305282708304e-05,1698.1026117405274,True
l639_1,n3317,n4512,6.759280535854823e-05,8.243025043725395e-06,1698.1026117405274,True
l809_1,n4510,n4512,6.571812816560038e-05,8.014405873853703e-06,1698.1026117405274,True
l769_1,n4499,n4516,9.825648250390067e-05,1.198249786632935e-05,1698.1026117405274,True
l180_1,n4494,n4521,0.0001415921983074,1.726734125700247e-05,1698.1026117405274,True
l6526_1,n4534,n4536,0.0001725765512712,2.104592088674148e-05,1698.1026117405274,True
l982_1,n4536,n4537,8.731750298866658e-05,1.0648475974227634e-05,1698.1026117405274,True
l940_1,n4525,n4539,9.968129977845804e-05,1.2156256070543662e-05,1698.1026117405274,True
l591_1,n4537,n4539,0.000158236132185,1.929708929085395e-05,1698.1026117405274,True
l812_1,n4521,n4539,0.0001225174379457,1.494115096899968e-05,1698.1026117405274,True
l816_1,n4539,n4540,0.00019173008529,2.3381717718302916e-05,1698.1026117405274,True
l817_1,n4537,n4540,8.11030298267217e-05,9.890613393502646e-06,1698.1026117405274,True
l880_1,n4540,n4547,7.510765387760074e-05,9.15946998507326e-06,1698.1026117405274,True
l814_1,n4507,n4548,5.587563816013727e-05,6.814102214650887e-06,1698.1026117405274,True
l815_1,n4539,n4548,0.0001561587462972,1.9043749548446904e-05,1698.1026117405274,True
l895_1,n4547,n4548,3.48991314696882e-05,4.255991642644903e-06,1698.1026117405274,True
l590_1,n4507,n4549,8.090117151575274e-05,9.865996526311309e-06,1698.1026117405274,True
l9291_1,n4498,n4551,1.72255670443106e-05,2.100678907842756e-06,1698.1026117405274,True
l6480_1,n4528,n4551,3.1071000017591385e-05,3.789146343608705e-06,1698.1026117405274,True
l846_1,n4546,n4552,2.9832815538208283e-05,3.638148236366863e-06,1698.1026117405274,True
l5600_1,n4544,n4552,2.323458440726733e-05,2.833485903325284e-06,1698.1026117405274,True
l11442_1,n4542,n4552,4.323704394919338e-05,5.272810237706511e-06,1698.1026117405274,True
l942_1,n4525,n4553,6.582190053839771e-05,8.02706104126801e-06,1698.1026117405274,True
l943_1,n4496,n4553,1.4894110353821348e-05,1.816354921197725e-06,1698.1026117405274,True
l961_1,n4518,n4553,0.0001441649622635,1.7581092958966808e-05,1698.1026117405274,True
l876_1,n4518,n4554,0.0001000388461391,1.2199859285263318e-05,1698.1026117405274,True
l6696_1,n4516,n4554,7.157227355859032e-05,8.728326043730527e-06,1698.1026117405274,True
l918_1,n4540,n4555,2.6105718218803805e-05,3.183624173024855e-06,1698.1026117405274,True
l916_1,n4540,n4555,3.291817738646699e-05,4.014411876398413e-06,1698.1026117405274,True
l917_1,n4540,n4555,2.891613769763609e-05,3.5263582558092795e-06,1698.1026117405274,True
l919_1,n4547,n4556,2.830341307652709e-05,3.451635741039888e-06,1698.1026117405274,True
l921_1,n4548,n4557,2.924937551559036e-05,3.566997014096385e-06,1698.1026117405274,True
l920_1,n4548,n4557,2.729790877885488e-05,3.3290132657140093e-06,1698.1026117405274,True
l875_1,n4518,n4561,9.34783286617572e-05,1.1399796178263076e-05,1698.1026117405274,True
l783_1,n4502,n4561,5.839406484893187e-05,7.121227420601448e-06,1698.1026117405274,True
l6695_1,n4497,n4561,1.6475077244059785e-05,2.0091557614707048e-06,1698.1026117405274,True
l905_1,n4549,n4569,3.765680023744507e-05,4.5922927118835456e-06,1698.1026117405274,True
l6481_1,n4544,n4576,4.076833150047495e-05,4.97174774396036e-06,1698.1026117405274,True
l550,n4504,n4596,1.9736376143202945e-05,2.406875139414993e-06,1698.1026117405274,False
l752_1,n4602,n4604,9.333342086710908e-05,1.1382124495988914e-05,1698.1026117405274,True
l902_1,n4613,n4615,2.7422867002724764e-05,3.3442520735030203e-06,1698.1026117405274,True
l6686_1,n3467,n4616,3.833818554875884e-05,4.6753884815559545e-06,1698.1026117405274,True
l756_1,n4619,n4620,2.631685588691149e-05,3.209372669135547e-06,1698.1026117405274,True
l671_1,n4625,n4627,2.231097580898216e-05,2.7208507084124584e-06,1698.1026117405274,True
l760_1,n4604,n4627,8.979435105322269e-05,1.0950530616246673e-05,1698.1026117405274,True
l758_1,n4627,n4628,3.492785277105382e-05,4.2594942403724166e-06,1698.1026117405274,True
l594,n4624,n4630,1.5825292802875924e-05,1.929913756448284e-06,1698.1026117405274,False
l763_1,n4628,n4630,2.7045453159211584e-05,3.298225995025803e-06,1698.1026117405274,True
l821_1,n4634,n4635,1.3447744475591307e-05,1.6399688384867452e-06,1698.1026117405274,True
l822_1,n4630,n4635,2.3114203998911103e-05,2.8188053657208664e-06,1698.1026117405274,True
