index,timestep,node,demand_el
567,t0001,n7872,0.0
568,t0001,n7873,0.0
569,t0001,n7878,0.0
570,t0001,n7879,0.0
571,t0001,n7884,0.0
572,t0001,n7888,0.0
573,t0001,n7889,0.0
574,t0001,n7890,0.0
575,t0001,n7892,0.0
560,t0001,n7823,0.0
576,t0001,n7897,0.0
559,t0001,n7805,0.0
557,t0001,n7798,0.0
542,t0001,n7721,0.0
543,t0001,n7723,0.0
544,t0001,n7724,0.0
545,t0001,n7726,0.0
546,t0001,n7729,0.0
547,t0001,n7745,0.0
548,t0001,n7756,0.0
549,t0001,n7760,0.0
550,t0001,n7769,0.0
551,t0001,n7783,0.0
552,t0001,n7786,0.0
553,t0001,n7788,0.0
554,t0001,n7790,0.0
555,t0001,n7791,0.0
556,t0001,n7795,0.0
558,t0001,n7800,0.0
577,t0001,n7901,0.0
578,t0001,n7907,0.0
579,t0001,n7910,0.0
600,t0001,n8002,0.0
601,t0001,n8013,0.0
602,t0001,n8015,0.0
603,t0001,n8016,0.0
604,t0001,n8028,0.0
605,t0001,n8043,0.0
606,t0001,n8045,0.0
607,t0001,n8046,0.0
608,t0001,n8047,0.0
609,t0001,n8051,0.0
610,t0001,n8052,0.0
611,t0001,n8055,0.0
612,t0001,n8060,0.0
613,t0001,n8061,0.0
614,t0001,n8066,0.0
599,t0001,n7998,0.0
598,t0001,n7996,0.0
597,t0001,n7989,0.0
596,t0001,n7988,0.0
580,t0001,n7913,0.0
581,t0001,n7916,0.0
582,t0001,n7933,0.0
583,t0001,n7934,0.0
584,t0001,n7938,0.0
585,t0001,n7939,0.0
586,t0001,n7941,0.0
541,t0001,n7720,0.0
587,t0001,n7944,0.0
589,t0001,n7959,0.0
590,t0001,n7961,0.0
591,t0001,n7967,0.0
592,t0001,n7975,0.0
593,t0001,n7976,0.0
594,t0001,n7983,0.0
595,t0001,n7984,0.0
588,t0001,n7952,0.0
463,t0001,n5686,57.05662546398186
540,t0001,n7712,0.0
538,t0001,n7704,0.0
484,t0001,n5732,15.45838299311902
485,t0001,n5733,33.436402877254054
486,t0001,n5734,104.80927813805698
487,t0001,n5735,11.83774260031021
488,t0001,n5738,31.72820546484444
489,t0001,n5739,45.31983785963752
490,t0001,n6839,0.0
491,t0001,n6841,0.0
492,t0001,n6842,0.0
493,t0001,n6843,0.0
494,t0001,n6844,0.0
495,t0001,n6845,0.0
496,t0001,n6846,0.0
497,t0001,n6847,0.0
498,t0001,n6848,0.0
483,t0001,n5726,0.0
499,t0001,n6849,0.0
482,t0001,n5725,0.0
480,t0001,n5722,0.0
465,t0001,n5688,95.34168526405672
466,t0001,n5689,18.71726640913547
467,t0001,n5690,37.43453281827094
468,t0001,n5692,33.436402877254054
469,t0001,n5693,33.436402877254054
470,t0001,n5694,115.5868948408878
471,t0001,n5695,47.1198193979492
472,t0001,n5696,17.12881689442368
473,t0001,n5697,0.0
474,t0001,n5702,0.0
475,t0001,n5710,11.83774260031021
476,t0001,n5711,11.83774260031021
477,t0001,n5713,19.96158219553681
478,t0001,n5714,0.0
479,t0001,n5718,0.0
481,t0001,n5724,0.0
500,t0001,n6850,0.0
501,t0001,n6851,0.0
502,t0001,n6852,0.0
523,t0001,n7281,0.0
524,t0001,n7282,0.0
525,t0001,n7486,0.0
526,t0001,n7487,0.0
527,t0001,n7489,0.0
528,t0001,n7610,0.0
529,t0001,n7637,0.0
530,t0001,n7641,0.0
531,t0001,n7649,0.0
532,t0001,n7652,0.0
533,t0001,n7653,0.0
534,t0001,n7672,0.0
535,t0001,n7681,0.0
536,t0001,n7682,0.0
537,t0001,n7688,0.0
522,t0001,n7280,0.0
521,t0001,n7279,0.0
520,t0001,n7278,0.0
519,t0001,n7277,0.0
503,t0001,n6853,0.0
504,t0001,n6854,0.0
505,t0001,n7151,0.0
506,t0001,n7261,0.0
507,t0001,n7264,0.0
508,t0001,n7266,0.0
509,t0001,n7267,0.0
539,t0001,n7711,0.0
510,t0001,n7268,0.0
512,t0001,n7270,0.0
513,t0001,n7271,0.0
514,t0001,n7272,0.0
515,t0001,n7273,0.0
516,t0001,n7274,0.0
517,t0001,n7275,0.0
518,t0001,n7276,0.0
511,t0001,n7269,0.0
308,t0001,n4730,234.38893546799787
460,t0001,n5683,100.36859363386873
306,t0001,n4728,72.40553293287036
98,t0001,n4507,59.36661054506923
99,t0001,n4508,67.16715635057777
100,t0001,n4509,195.25951690392887
101,t0001,n4510,114.7549595070756
102,t0001,n4511,75.78245884885061
103,t0001,n4512,81.05741348869107
104,t0001,n4513,41.72219731313007
105,t0001,n4514,25.04635063202285
106,t0001,n4515,10.278701670753753
107,t0001,n4516,20.557403341507506
108,t0001,n4517,122.28927794520516
109,t0001,n4518,97.77197308448918
110,t0001,n4519,32.27061070840481
111,t0001,n4520,82.6820534292128
112,t0001,n4521,103.55703743770113
97,t0001,n4506,11.645536903187892
113,t0001,n4522,89.68667681566247
96,t0001,n4505,5.822768451593946
94,t0001,n4503,163.04075426969365
79,t0001,n3581,0.0
80,t0001,n3587,0.0
81,t0001,n3610,0.0
82,t0001,n3735,0.0
83,t0001,n3739,0.0
84,t0001,n3827,0.0
85,t0001,n3848,123.69384434023068
86,t0001,n4494,0.0
87,t0001,n4496,0.0
88,t0001,n4497,0.0
89,t0001,n4498,0.0
90,t0001,n4499,191.83967153408983
91,t0001,n4500,212.7074458201571
92,t0001,n4501,10.278701670753753
93,t0001,n4502,30.645048076576412
95,t0001,n4504,113.97256497097229
114,t0001,n4523,116.43537632157164
115,t0001,n4524,17.343765978249806
116,t0001,n4525,34.68753195649961
137,t0001,n4546,17.815928639203015
138,t0001,n4547,59.36661054506923
139,t0001,n4548,56.43196608175391
140,t0001,n4549,56.43196608175391
141,t0001,n4550,17.815928639203015
142,t0001,n4551,32.18037526581833
143,t0001,n4552,414.1498477794438
144,t0001,n4553,254.58384308102416
145,t0001,n4554,108.32623236761071
146,t0001,n4555,0.0
147,t0001,n4556,0.0
148,t0001,n4557,0.0
149,t0001,n4558,56.98125664919996
150,t0001,n4559,67.16715635057777
151,t0001,n4560,27.538928201712004
136,t0001,n4545,52.59174201400914
135,t0001,n4544,414.1498477794438
134,t0001,n4543,49.35973558895655
133,t0001,n4542,17.815928639203015
117,t0001,n4526,43.58741828383111
118,t0001,n4527,343.7341805450731
119,t0001,n4528,11.756869295016248
120,t0001,n4529,111.8356566816941
121,t0001,n4530,90.8408890833575
122,t0001,n4531,5.822768451593946
123,t0001,n4532,5.822768451593946
78,t0001,n3520,0.0
124,t0001,n4533,5.878434647508124
126,t0001,n4535,29.708036415350467
127,t0001,n4536,59.41607283070093
128,t0001,n4537,46.59429841146166
129,t0001,n4538,64.59971375285224
130,t0001,n4539,55.07785640342401
131,t0001,n4540,113.44317037859128
132,t0001,n4541,55.99492529251678
125,t0001,n4534,40.67965428113009
77,t0001,n3512,0.0
76,t0001,n3507,340.75953950333974
75,t0001,n3505,30.09682171234664
21,t0001,n3324,284.89063360787566
22,t0001,n3348,0.0
23,t0001,n3453,0.0
24,t0001,n3454,83.8949136188158
25,t0001,n3455,218.0886985021047
26,t0001,n3456,9.137023046072803
27,t0001,n3457,18.27404609214561
28,t0001,n3458,9.137023046072803
29,t0001,n3459,18.27404609214561
30,t0001,n3460,9.137023046072803
31,t0001,n3461,18.27404609214561
32,t0001,n3462,65.05532650896538
33,t0001,n3463,123.32281562665028
34,t0001,n3464,219.33129317884732
35,t0001,n3465,72.24561749126373
20,t0001,n3323,163.6190241337934
19,t0001,n3322,170.16809210027586
18,t0001,n3321,93.71003630957256
17,t0001,n3320,55.98140466789333
307,t0001,n4729,108.00183660587304
2,t0001,n3305,106.81554027481153
3,t0001,n3306,27.12958825144712
4,t0001,n3307,92.17515286307663
5,t0001,n3308,97.08412120616566
6,t0001,n3309,27.12958825144712
7,t0001,n3310,11.229296988153736
36,t0001,n3466,196.11667354297032
8,t0001,n3311,480.3275008893339
10,t0001,n3313,44.1490856061546
11,t0001,n3314,1407.4593638594183
12,t0001,n3315,46.3985939996619
13,t0001,n3316,62.27837508311633
14,t0001,n3317,262.9581515460845
15,t0001,n3318,315.3195233729611
16,t0001,n3319,62.45175198090443
9,t0001,n3312,44.1490856061546
152,t0001,n4561,251.20197880325549
37,t0001,n3467,72.24561749126373
39,t0001,n3469,191.44882497452855
60,t0001,n3490,135.8309744255689
61,t0001,n3491,71.87074297808107
62,t0001,n3492,142.64881922599335
63,t0001,n3493,41.34606788940886
64,t0001,n3494,117.95760215745706
65,t0001,n3495,92.31740204822088
66,t0001,n3496,229.27737457356943
67,t0001,n3497,77.16929212329327
68,t0001,n3498,80.18799415391226
69,t0001,n3499,14.978204433061524
70,t0001,n3500,178.56941854790517
71,t0001,n3501,148.71511159160843
72,t0001,n3502,29.95640886612305
73,t0001,n3503,85.47638758474571
74,t0001,n3504,123.32281562665028
59,t0001,n3489,130.3316847002443
58,t0001,n3488,416.0360489212604
57,t0001,n3487,96.40786672428952
56,t0001,n3486,223.28515453631843
40,t0001,n3470,175.35992113042897
41,t0001,n3471,92.90668613131248
42,t0001,n3472,210.164057676968
43,t0001,n3473,108.68171514097745
44,t0001,n3474,266.41449795360984
45,t0001,n3475,323.87080760897067
46,t0001,n3476,195.36366788549148
38,t0001,n3468,64.31772118977553
47,t0001,n3477,74.83462490793688
49,t0001,n3479,206.0157369407036
50,t0001,n3480,85.47638758474571
51,t0001,n3481,181.27778575809424
52,t0001,n3482,96.40786672428952
53,t0001,n3483,340.75953950333974
54,t0001,n3484,85.47638758474571
55,t0001,n3485,41.34606788940886
48,t0001,n3478,177.60608768501282
153,t0001,n4562,87.17483656766223
1,t0001,n3304,242.41848782543053
267,t0001,n4689,14.133272115586998
252,t0001,n4674,88.94769562591843
253,t0001,n4675,127.11211609207508
254,t0001,n4676,16.02870180501884
255,t0001,n4677,32.05740361003768
256,t0001,n4678,32.31746634786279
257,t0001,n4679,64.63493269572558
258,t0001,n4680,19.1443829340704
259,t0001,n4681,139.11606933864135
260,t0001,n4682,155.43605494114303
261,t0001,n4683,43.62741219922385
262,t0001,n4684,87.2548243984477
263,t0001,n4685,43.62741219922385
264,t0001,n4686,29.19086692600767
265,t0001,n4687,58.38173385201534
266,t0001,n4688,280.02975965115024
251,t0001,n4673,28.266544231173995
154,t0001,n4569,0.0
250,t0001,n4672,14.133272115586998
248,t0001,n4670,14.133272115586998
232,t0001,n4654,379.90687801746026
233,t0001,n4655,125.55038232620996
234,t0001,n4656,25.90054670028968
235,t0001,n4657,51.80109340057936
236,t0001,n4658,225.8125605868207
237,t0001,n4659,610.6934221216914
238,t0001,n4660,94.2150583116084
239,t0001,n4661,234.64147597070905
240,t0001,n4662,29.16202801391145
241,t0001,n4663,265.26748810504284
242,t0001,n4664,125.55038232620996
243,t0001,n4665,36.22741418611315
244,t0001,n4666,58.32405602782289
245,t0001,n4667,119.89851420461702
246,t0001,n4668,125.03009856710264
249,t0001,n4671,28.266544231173995
268,t0001,n4690,28.266544231173995
269,t0001,n4691,241.07351236551568
270,t0001,n4692,54.1965191020404
291,t0001,n4713,245.15078849323055
292,t0001,n4714,205.54313595372676
293,t0001,n4715,104.30342414201117
294,t0001,n4716,93.4384870871437
295,t0001,n4717,34.975814869516704
296,t0001,n4718,69.95162973903341
297,t0001,n4719,31.67174422730758
298,t0001,n4720,557.3498611167464
299,t0001,n4721,39.39862950642229
300,t0001,n4722,123.39836968979662
301,t0001,n4723,144.6866978140986
302,t0001,n4724,164.410518164739
303,t0001,n4725,161.4389434381269
304,t0001,n4726,337.7029313415507
305,t0001,n4727,65.54206324686687
290,t0001,n4712,63.34348845461516
289,t0001,n4711,60.19364342469328
288,t0001,n4710,60.19364342469328
287,t0001,n4709,61.68852696155844
271,t0001,n4693,108.3930382040808
272,t0001,n4694,256.1358870935203
273,t0001,n4695,103.23699431136332
274,t0001,n4696,33.66441986942433
275,t0001,n4697,67.32883973884866
276,t0001,n4698,44.29042123043112
277,t0001,n4699,168.23745373647648
231,t0001,n4653,51.80109340057936
278,t0001,n4700,25.11053155698625
280,t0001,n4702,45.46259806455379
281,t0001,n4703,90.92519612910758
282,t0001,n4704,25.11053155698625
283,t0001,n4705,50.2210631139725
284,t0001,n4706,82.9277057834365
285,t0001,n4707,67.32883973884866
286,t0001,n4708,63.34348845461516
279,t0001,n4701,50.2210631139725
230,t0001,n4652,25.90054670028968
247,t0001,n4669,28.266544231173995
228,t0001,n4650,39.06447447904324
175,t0001,n4597,147.5505159201121
176,t0001,n4598,21.803615724255163
177,t0001,n4599,8.885270511119487
178,t0001,n4600,10.64795093649304
179,t0001,n4601,10.64795093649304
180,t0001,n4602,21.29590187298608
181,t0001,n4603,46.495526202233485
182,t0001,n4604,97.37223135139088
183,t0001,n4605,48.42723172031722
184,t0001,n4606,80.86126342062174
185,t0001,n4607,105.29176533209515
186,t0001,n4608,16.75967409486276
187,t0001,n4609,230.65390065491232
188,t0001,n4610,134.42129924134707
189,t0001,n4611,79.54407525575553
229,t0001,n4651,78.12894895808648
173,t0001,n4595,0.0
172,t0001,n4594,10.864770873114548
171,t0001,n4593,0.0
155,t0001,n4575,48.73412536715475
156,t0001,n4576,32.18037526581833
157,t0001,n4577,5.822768451593946
158,t0001,n4579,37.79512544299957
159,t0001,n4580,8.885270511119487
160,t0001,n4581,17.770541022238973
161,t0001,n4583,0.0
190,t0001,n4612,120.41118250025524
162,t0001,n4584,0.0
164,t0001,n4586,0.0
165,t0001,n4587,25.279318159334288
166,t0001,n4588,50.558636318668576
167,t0001,n4589,0.0
168,t0001,n4590,0.0
169,t0001,n4591,0.0
170,t0001,n4592,99.32689102797244
163,t0001,n4585,0.0
191,t0001,n4613,67.53280785754025
174,t0001,n4596,0.0
193,t0001,n4615,142.82517367159087
213,t0001,n4635,52.47346889248052
214,t0001,n4636,56.384453784060256
215,t0001,n4637,52.47346889248052
216,t0001,n4638,40.32862591932229
217,t0001,n4639,80.65725183864458
218,t0001,n4640,110.58474499471484
219,t0001,n4641,73.40191186057537
220,t0001,n4642,36.70095593028768
221,t0001,n4643,73.40191186057537
222,t0001,n4644,23.68616849476028
223,t0001,n4645,47.37233698952056
224,t0001,n4646,44.473847812959214
225,t0001,n4647,151.35698877033326
226,t0001,n4648,59.1805581835763
192,t0001,n4614,21.170608938238708
212,t0001,n4634,52.47346889248052
211,t0001,n4633,26.23673444624026
227,t0001,n4649,253.3933575101067
209,t0001,n4631,56.384453784060256
210,t0001,n4632,98.54119952427833
195,t0001,n4617,60.83785617904012
196,t0001,n4618,157.2126496742689
197,t0001,n4619,194.38067682254103
198,t0001,n4620,113.00322840808236
199,t0001,n4621,123.479381714513
200,t0001,n4622,26.23673444624026
201,t0001,n4623,52.47346889248052
194,t0001,n4616,115.49225159832592
203,t0001,n4625,131.55239686096235
204,t0001,n4626,138.66491987224495
205,t0001,n4627,51.59464622564986
206,t0001,n4628,54.68267365884651
207,t0001,n4629,27.341336829423252
208,t0001,n4630,54.68267365884651
202,t0001,n4624,54.68267365884651
1021,t0002,n5554,23.219440641943105
1022,t0002,n5555,23.219440641943105
1023,t0002,n5556,39.558014055843245
1024,t0002,n5557,0.0
1025,t0002,n5559,0.0
1035,t0002,n5606,0.0
1026,t0002,n5572,0.0
1030,t0002,n5596,24.329879953359004
1028,t0002,n5591,12.164939976679502
1029,t0002,n5592,24.329879953359004
1031,t0002,n5597,35.41937329847417
1032,t0002,n5598,23.219440641943105
1033,t0002,n5599,76.03991058151689
1034,t0002,n5602,0.0
1020,t0002,n5553,13.365186094065104
1027,t0002,n5579,0.0
1019,t0002,n5552,32.24092223527643
1011,t0002,n5543,5.038097533821157
1017,t0002,n5550,24.329879953359004
1036,t0002,n5643,15.349821031167522
1002,t0002,n5534,109.18165171887262
1003,t0002,n5535,16.120461117638214
1004,t0002,n5536,29.041989368862037
1005,t0002,n5537,5.751696706970392
1006,t0002,n5538,11.503393413940785
1007,t0002,n5539,466.12992126488246
1008,t0002,n5540,13.365186094065104
1009,t0002,n5541,26.730372188130207
1010,t0002,n5542,76.77842102097173
1012,t0002,n5544,10.076195067642312
1013,t0002,n5545,20.152390135284627
1014,t0002,n5546,10.076195067642312
1015,t0002,n5547,20.152390135284627
1016,t0002,n5549,58.31086276736338
1018,t0002,n5551,16.120461117638214
1037,t0002,n5644,0.0
924,t0002,n4731,69.02919956529644
1039,t0002,n5646,0.0
1060,t0002,n5668,14.886265727411288
1061,t0002,n5669,11.359067265849989
1062,t0002,n5670,22.718134531699977
1063,t0002,n5671,22.718134531699977
1064,t0002,n5672,7.443132863705644
1065,t0002,n5673,30.87979995389527
1066,t0002,n5674,17.75804965059217
1067,t0002,n5675,35.51609930118434
1068,t0002,n5676,120.28898247943977
1069,t0002,n5677,1136.2649158496454
1070,t0002,n5678,28.77170485590532
1071,t0002,n5679,57.54340971181064
1072,t0002,n5680,17.75804965059217
1073,t0002,n5681,35.51609930118434
1074,t0002,n5682,67.55814796999303
1059,t0002,n5667,59.66291734053278
1058,t0002,n5666,21.824761668375043
1057,t0002,n5665,14.886265727411288
1056,t0002,n5664,68.55946956308453
1040,t0002,n5647,0.0
1041,t0002,n5648,66.43298811957725
1042,t0002,n5649,31.72324732084269
1043,t0002,n5650,84.02255302034068
1044,t0002,n5651,41.53943836172829
1045,t0002,n5653,12.331345819813045
1046,t0002,n5654,24.66269163962609
1038,t0002,n5645,0.0
1047,t0002,n5655,15.349821031167522
1049,t0002,n5657,15.72443417074555
1050,t0002,n5658,89.2290772408652
1051,t0002,n5659,23.58479732330425
1052,t0002,n5660,118.78653796956166
1053,t0002,n5661,89.2293629825017
1054,t0002,n5662,379.34494562940034
1055,t0002,n5663,70.67508543858337
1048,t0002,n5656,85.56269819586583
1001,t0002,n5525,0.0
925,t0002,n4732,39.3966274847063
999,t0002,n4854,154.27307481189163
945,t0002,n4752,24.673824907768413
946,t0002,n4753,49.347649815536826
947,t0002,n4754,92.3998457233183
948,t0002,n4755,54.43467795807033
949,t0002,n4756,164.94883435483175
950,t0002,n4757,124.38238537057774
951,t0002,n4758,37.17138645697889
952,t0002,n4759,19.57960003922982
953,t0002,n4760,255.08542273841044
954,t0002,n4761,52.78751317977109
955,t0002,n4762,177.60819426348536
956,t0002,n4763,35.380944744304195
957,t0002,n4764,252.05806241477887
958,t0002,n4765,609.3960645150689
959,t0002,n4766,29.810307916173592
944,t0002,n4751,125.77155711505404
943,t0002,n4750,97.63992096037276
942,t0002,n4749,48.81996048018637
941,t0002,n4748,46.19992286165915
1075,t0002,n5683,101.72566874824568
926,t0002,n4733,44.67611454314391
927,t0002,n4734,89.35222908628782
928,t0002,n4735,72.94817402994835
929,t0002,n4736,64.4391414028245
930,t0002,n4737,74.21697322373656
931,t0002,n4738,38.71734444533806
960,t0002,n4767,148.51239970194473
932,t0002,n4739,38.71734444533806
934,t0002,n4741,36.33919911183816
935,t0002,n4742,106.18932264131205
936,t0002,n4743,164.39857507445493
937,t0002,n4744,24.673824907768413
938,t0002,n4745,49.347649815536826
939,t0002,n4746,42.918165389298245
940,t0002,n4747,85.83633077859649
933,t0002,n4740,63.84221244586709
1000,t0002,n4855,93.38466068216464
961,t0002,n4768,164.94883435483175
963,t0002,n4770,70.76188948860839
984,t0002,n4791,52.40517753643377
985,t0002,n4793,0.0
986,t0002,n4798,0.0
987,t0002,n4799,0.0
988,t0002,n4800,0.0
989,t0002,n4825,0.0
990,t0002,n4826,0.0
991,t0002,n4836,0.0
992,t0002,n4842,0.0
993,t0002,n4844,20.52510104176487
994,t0002,n4845,41.05020208352974
995,t0002,n4846,0.0
996,t0002,n4847,110.66967973639204
997,t0002,n4848,41.70007008966069
998,t0002,n4852,153.2893197667869
983,t0002,n4790,129.49185673077545
982,t0002,n4789,79.88007440387133
981,t0002,n4788,37.11499864105469
980,t0002,n4787,18.557499320527345
964,t0002,n4771,10.567110246940564
965,t0002,n4772,21.13422049388113
966,t0002,n4773,261.4460363567825
967,t0002,n4774,151.13040236986836
968,t0002,n4775,28.229212293317573
969,t0002,n4776,139.71679338860037
970,t0002,n4777,150.56131929574894
962,t0002,n4769,238.28591223871476
971,t0002,n4778,0.0
973,t0002,n4780,104.3345289896669
974,t0002,n4781,116.651489118857
975,t0002,n4782,233.30297823771403
976,t0002,n4783,0.0
977,t0002,n4784,62.678343323424535
978,t0002,n4785,82.20327183132424
979,t0002,n4786,127.7547184579429
972,t0002,n4779,52.455827881932535
1076,t0002,n5684,68.20701640487593
1152,t0002,n7688,0.0
1078,t0002,n5686,56.63587766177423
1176,t0002,n7850,0.0
1177,t0002,n7852,0.0
1178,t0002,n7857,0.0
1179,t0002,n7863,0.0
1180,t0002,n7870,0.0
1181,t0002,n7871,0.0
1182,t0002,n7872,0.0
1183,t0002,n7873,0.0
1184,t0002,n7878,0.0
1185,t0002,n7879,0.0
1186,t0002,n7884,0.0
1187,t0002,n7888,0.0
1188,t0002,n7889,0.0
1189,t0002,n7890,0.0
1190,t0002,n7892,0.0
1175,t0002,n7823,0.0
1191,t0002,n7897,0.0
1174,t0002,n7805,0.0
1172,t0002,n7798,0.0
1157,t0002,n7721,0.0
1158,t0002,n7723,0.0
1159,t0002,n7724,0.0
1160,t0002,n7726,0.0
1161,t0002,n7729,0.0
1162,t0002,n7745,0.0
1163,t0002,n7756,0.0
1164,t0002,n7760,0.0
1165,t0002,n7769,0.0
1166,t0002,n7783,0.0
1167,t0002,n7786,0.0
1168,t0002,n7788,0.0
1169,t0002,n7790,0.0
1170,t0002,n7791,0.0
1171,t0002,n7795,0.0
1173,t0002,n7800,0.0
1192,t0002,n7901,0.0
1193,t0002,n7907,0.0
1194,t0002,n7910,0.0
1215,t0002,n8002,0.0
1216,t0002,n8013,0.0
1217,t0002,n8015,0.0
1218,t0002,n8016,0.0
1219,t0002,n8028,0.0
1220,t0002,n8043,0.0
1221,t0002,n8045,0.0
1222,t0002,n8046,0.0
1223,t0002,n8047,0.0
1224,t0002,n8051,0.0
1225,t0002,n8052,0.0
1226,t0002,n8055,0.0
1227,t0002,n8060,0.0
1228,t0002,n8061,0.0
1229,t0002,n8066,0.0
1214,t0002,n7998,0.0
1213,t0002,n7996,0.0
1212,t0002,n7989,0.0
1211,t0002,n7988,0.0
