index,timestep,plant,availability
639,t0001,p2711,0.0
637,t0001,p2709,0.0
643,t0001,p2715,0.0
633,t0001,p2705,0.0
635,t0001,p2707,0.0
644,t0001,p2716,0.0
646,t0001,p2718,0.0
661,t0001,p2733,0.0
660,t0001,p2732,0.0
658,t0001,p2730,0.0
657,t0001,p2729,0.0
656,t0001,p2728,0.0
655,t0001,p2727,0.0
654,t0001,p2726,0.0
653,t0001,p2725,0.0
652,t0001,p2724,0.0
651,t0001,p2723,0.0
650,t0001,p2722,0.0
649,t0001,p2721,0.0
648,t0001,p2720,0.0
647,t0001,p2719,0.0
628,t0001,p2700,0.0
627,t0001,p2699,0.0
605,t0001,p2677,0.0
604,t0001,p2676,0.0
603,t0001,p2675,0.0
602,t0001,p2674,0.0
600,t0001,p2672,0.0
606,t0001,p2678,0.0
599,t0001,p2671,0.0
596,t0001,p2668,0.0
595,t0001,p2667,0.0
594,t0001,p2666,0.0
598,t0001,p2670,0.0
607,t0001,p2679,0.0
608,t0001,p2680,0.0
609,t0001,p2681,0.0
624,t0001,p2696,0.0
622,t0001,p2694,0.0
621,t0001,p2693,0.0
620,t0001,p2692,0.0
617,t0001,p2689,0.0
616,t0001,p2688,0.0
614,t0001,p2686,0.0
613,t0001,p2685,0.0
612,t0001,p2684,0.0
884,t0001,p3263,0.5478185208203853
663,t0001,p2735,0.0
665,t0001,p2737,0.0
714,t0001,p3093,0.5478185208203853
713,t0001,p3092,0.5478185208203853
717,t0001,p3096,0.5478185208203853
708,t0001,p3087,0.5478185208203853
707,t0001,p3086,0.5478185208203853
706,t0001,p3085,0.5478185208203853
718,t0001,p3097,0.5478185208203853
720,t0001,p3099,0.5478185208203853
735,t0001,p3114,0.5478185208203853
734,t0001,p3113,0.5478185208203853
733,t0001,p3112,0.5478185208203853
732,t0001,p3111,0.5478185208203853
728,t0001,p3107,0.5478185208203853
727,t0001,p3106,0.5478185208203853
724,t0001,p3103,0.5478185208203853
723,t0001,p3102,0.5478185208203853
722,t0001,p3101,0.5478185208203853
721,t0001,p3100,0.5478185208203853
664,t0001,p2736,0.0
701,t0001,p3080,0.5478185208203853
699,t0001,p3078,0.5478185208203853
679,t0001,p2751,0.0
678,t0001,p2750,0.0
677,t0001,p2749,0.0
675,t0001,p2747,0.0
674,t0001,p2746,0.0
680,t0001,p3059,0.4202197802197802
673,t0001,p2745,0.0
671,t0001,p2743,0.0
670,t0001,p2742,0.0
668,t0001,p2740,0.0
681,t0001,p3060,0.4202197802197802
682,t0001,p3061,0.4202197802197802
683,t0001,p3062,0.4202197802197802
698,t0001,p3077,0.5478185208203853
696,t0001,p3075,0.5478185208203853
695,t0001,p3074,0.5478185208203853
694,t0001,p3073,0.5478185208203853
692,t0001,p3071,0.5478185208203853
691,t0001,p3070,0.5478185208203853
690,t0001,p3069,0.5478185208203853
689,t0001,p3068,0.5478185208203853
688,t0001,p3067,0.5478185208203853
687,t0001,p3066,0.5478185208203853
686,t0001,p3065,0.5478185208203853
685,t0001,p3064,0.5478185208203853
684,t0001,p3063,0.4202197802197802
700,t0001,p3079,0.5478185208203853
885,t0001,p3264,0.5478185208203853
887,t0001,p3266,0.5478185208203853
1086,t0001,p3465,0.5478185208203853
1084,t0001,p3463,0.5478185208203853
1083,t0001,p3462,0.5478185208203853
1082,t0001,p3461,0.5478185208203853
1081,t0001,p3460,0.5478185208203853
1087,t0001,p3466,0.5478185208203853
1080,t0001,p3459,0.5478185208203853
1078,t0001,p3457,0.5478185208203853
1077,t0001,p3456,0.5478185208203853
1076,t0001,p3455,0.5478185208203853
1075,t0001,p3454,0.5478185208203853
1074,t0001,p3453,0.5478185208203853
1073,t0001,p3452,0.5478185208203853
1079,t0001,p3458,0.5478185208203853
1072,t0001,p3451,0.5478185208203853
1088,t0001,p3467,0.5478185208203853
1090,t0001,p3469,0.5478185208203853
1104,t0001,p3483,0.5478185208203853
1103,t0001,p3482,0.5478185208203853
1101,t0001,p3480,0.5478185208203853
1100,t0001,p3479,0.5478185208203853
1099,t0001,p3478,0.5478185208203853
1089,t0001,p3468,0.5478185208203853
1098,t0001,p3477,0.5478185208203853
1096,t0001,p3475,0.5478185208203853
1095,t0001,p3474,0.5478185208203853
1094,t0001,p3473,0.5478185208203853
1093,t0001,p3472,0.5478185208203853
1092,t0001,p3471,0.5478185208203853
1097,t0001,p3476,0.5478185208203853
1071,t0001,p3450,0.5478185208203853
1070,t0001,p3449,0.5478185208203853
1069,t0001,p3448,0.5478185208203853
1049,t0001,p3428,0.5478185208203853
1048,t0001,p3427,0.5478185208203853
1047,t0001,p3426,0.5478185208203853
1046,t0001,p3425,0.5478185208203853
1045,t0001,p3424,0.5478185208203853
1044,t0001,p3423,0.5478185208203853
1050,t0001,p3429,0.5478185208203853
1043,t0001,p3422,0.5478185208203853
1041,t0001,p3420,0.5478185208203853
1040,t0001,p3419,0.5478185208203853
1039,t0001,p3418,0.5478185208203853
1038,t0001,p3417,0.5478185208203853
1037,t0001,p3416,0.5478185208203853
1036,t0001,p3415,0.5478185208203853
1042,t0001,p3421,0.5478185208203853
1052,t0001,p3431,0.5478185208203853
1053,t0001,p3432,0.5478185208203853
1068,t0001,p3447,0.5478185208203853
1067,t0001,p3446,0.5478185208203853
1066,t0001,p3445,0.5478185208203853
1065,t0001,p3444,0.5478185208203853
1064,t0001,p3443,0.5478185208203853
1063,t0001,p3442,0.5478185208203853
1062,t0001,p3441,0.5478185208203853
1061,t0001,p3440,0.5478185208203853
1060,t0001,p3439,0.5478185208203853
1059,t0001,p3438,0.5478185208203853
1058,t0001,p3437,0.5478185208203853
1055,t0001,p3434,0.5478185208203853
1054,t0001,p3433,0.5478185208203853
1105,t0001,p3484,0.5478185208203853
1106,t0001,p3485,0.5478185208203853
1107,t0001,p3486,0.5478185208203853
1108,t0001,p3487,0.5478185208203853
1159,t0001,p3538,0.5478185208203853
1158,t0001,p3537,0.5478185208203853
1157,t0001,p3536,0.5478185208203853
1156,t0001,p3535,0.5478185208203853
1155,t0001,p3534,0.5478185208203853
1154,t0001,p3533,0.5478185208203853
1160,t0001,p3539,0.5478185208203853
1153,t0001,p3532,0.5478185208203853
1151,t0001,p3530,0.5478185208203853
1150,t0001,p3529,0.5478185208203853
1149,t0001,p3528,0.5478185208203853
1148,t0001,p3527,0.5478185208203853
1147,t0001,p3526,0.5478185208203853
1146,t0001,p3525,0.5478185208203853
1152,t0001,p3531,0.5478185208203853
1161,t0001,p3540,0.5478185208203853
1162,t0001,p3541,0.5478185208203853
1163,t0001,p3542,0.5478185208203853
1178,t0001,p3557,0.5478185208203853
1177,t0001,p3556,0.5478185208203853
1176,t0001,p3555,0.5478185208203853
1175,t0001,p3554,0.5478185208203853
1174,t0001,p3553,0.5478185208203853
1173,t0001,p3552,0.5478185208203853
1172,t0001,p3551,0.5478185208203853
1171,t0001,p3550,0.5478185208203853
1170,t0001,p3549,0.5478185208203853
1168,t0001,p3547,0.5478185208203853
1167,t0001,p3546,0.5478185208203853
1166,t0001,p3545,0.5478185208203853
1165,t0001,p3544,0.5478185208203853
1164,t0001,p3543,0.5478185208203853
1145,t0001,p3524,0.5478185208203853
1035,t0001,p3414,0.5478185208203853
1144,t0001,p3523,0.5478185208203853
1142,t0001,p3521,0.5478185208203853
1122,t0001,p3501,0.5478185208203853
1121,t0001,p3500,0.5478185208203853
1120,t0001,p3499,0.5478185208203853
1119,t0001,p3498,0.5478185208203853
1118,t0001,p3497,0.5478185208203853
1117,t0001,p3496,0.5478185208203853
1123,t0001,p3502,0.5478185208203853
1116,t0001,p3495,0.5478185208203853
1114,t0001,p3493,0.5478185208203853
1113,t0001,p3492,0.5478185208203853
1112,t0001,p3491,0.5478185208203853
1111,t0001,p3490,0.5478185208203853
1110,t0001,p3489,0.5478185208203853
1109,t0001,p3488,0.5478185208203853
1115,t0001,p3494,0.5478185208203853
1124,t0001,p3503,0.5478185208203853
1126,t0001,p3505,0.5478185208203853
1141,t0001,p3520,0.5478185208203853
1140,t0001,p3519,0.5478185208203853
1139,t0001,p3518,0.5478185208203853
1138,t0001,p3517,0.5478185208203853
1137,t0001,p3516,0.5478185208203853
1136,t0001,p3515,0.5478185208203853
1135,t0001,p3514,0.5478185208203853
1134,t0001,p3513,0.5478185208203853
1133,t0001,p3512,0.5478185208203853
1132,t0001,p3511,0.5478185208203853
1131,t0001,p3510,0.5478185208203853
1130,t0001,p3509,0.5478185208203853
1129,t0001,p3508,0.5478185208203853
1128,t0001,p3507,0.5478185208203853
1127,t0001,p3506,0.5478185208203853
1143,t0001,p3522,0.5478185208203853
1034,t0001,p3413,0.5478185208203853
1033,t0001,p3412,0.5478185208203853
1032,t0001,p3411,0.5478185208203853
938,t0001,p3317,0.5478185208203853
937,t0001,p3316,0.5478185208203853
936,t0001,p3315,0.5478185208203853
935,t0001,p3314,0.5478185208203853
934,t0001,p3313,0.5478185208203853
933,t0001,p3312,0.5478185208203853
939,t0001,p3318,0.5478185208203853
932,t0001,p3311,0.5478185208203853
930,t0001,p3309,0.5478185208203853
929,t0001,p3308,0.5478185208203853
928,t0001,p3307,0.5478185208203853
927,t0001,p3306,0.5478185208203853
926,t0001,p3305,0.5478185208203853
925,t0001,p3304,0.5478185208203853
931,t0001,p3310,0.5478185208203853
940,t0001,p3319,0.5478185208203853
941,t0001,p3320,0.5478185208203853
942,t0001,p3321,0.5478185208203853
957,t0001,p3336,0.5478185208203853
956,t0001,p3335,0.5478185208203853
955,t0001,p3334,0.5478185208203853
954,t0001,p3333,0.5478185208203853
953,t0001,p3332,0.5478185208203853
952,t0001,p3331,0.5478185208203853
951,t0001,p3330,0.5478185208203853
950,t0001,p3329,0.5478185208203853
949,t0001,p3328,0.5478185208203853
948,t0001,p3327,0.5478185208203853
947,t0001,p3326,0.5478185208203853
946,t0001,p3325,0.5478185208203853
945,t0001,p3324,0.5478185208203853
944,t0001,p3323,0.5478185208203853
943,t0001,p3322,0.5478185208203853
924,t0001,p3303,0.5478185208203853
958,t0001,p3337,0.5478185208203853
923,t0001,p3302,0.5478185208203853
921,t0001,p3300,0.5478185208203853
901,t0001,p3280,0.5478185208203853
900,t0001,p3279,0.5478185208203853
899,t0001,p3278,0.5478185208203853
897,t0001,p3276,0.5478185208203853
896,t0001,p3275,0.5478185208203853
902,t0001,p3281,0.5478185208203853
895,t0001,p3274,0.5478185208203853
890,t0001,p3269,0.5478185208203853
889,t0001,p3268,0.5478185208203853
888,t0001,p3267,0.5478185208203853
894,t0001,p3273,0.5478185208203853
903,t0001,p3282,0.5478185208203853
904,t0001,p3283,0.5478185208203853
905,t0001,p3284,0.5478185208203853
920,t0001,p3299,0.5478185208203853
918,t0001,p3297,0.5478185208203853
917,t0001,p3296,0.5478185208203853
916,t0001,p3295,0.5478185208203853
915,t0001,p3294,0.5478185208203853
914,t0001,p3293,0.5478185208203853
913,t0001,p3292,0.5478185208203853
912,t0001,p3291,0.5478185208203853
911,t0001,p3290,0.5478185208203853
910,t0001,p3289,0.5478185208203853
909,t0001,p3288,0.5478185208203853
908,t0001,p3287,0.5478185208203853
907,t0001,p3286,0.5478185208203853
906,t0001,p3285,0.5478185208203853
922,t0001,p3301,0.5478185208203853
886,t0001,p3265,0.5478185208203853
959,t0001,p3338,0.5478185208203853
961,t0001,p3340,0.5478185208203853
1012,t0001,p3391,0.5478185208203853
1011,t0001,p3390,0.5478185208203853
1010,t0001,p3389,0.5478185208203853
1009,t0001,p3388,0.5478185208203853
1008,t0001,p3387,0.5478185208203853
1013,t0001,p3392,0.5478185208203853
1006,t0001,p3385,0.5478185208203853
1004,t0001,p3383,0.5478185208203853
1003,t0001,p3382,0.5478185208203853
1002,t0001,p3381,0.5478185208203853
1001,t0001,p3380,0.5478185208203853
1000,t0001,p3379,0.5478185208203853
999,t0001,p3378,0.5478185208203853
1005,t0001,p3384,0.5478185208203853
1014,t0001,p3393,0.5478185208203853
1015,t0001,p3394,0.5478185208203853
1016,t0001,p3395,0.5478185208203853
1031,t0001,p3410,0.5478185208203853
1030,t0001,p3409,0.5478185208203853
1029,t0001,p3408,0.5478185208203853
1028,t0001,p3407,0.5478185208203853
1027,t0001,p3406,0.5478185208203853
1026,t0001,p3405,0.5478185208203853
1025,t0001,p3404,0.5478185208203853
1024,t0001,p3403,0.5478185208203853
1023,t0001,p3402,0.5478185208203853
1022,t0001,p3401,0.5478185208203853
1021,t0001,p3400,0.5478185208203853
1020,t0001,p3399,0.5478185208203853
1019,t0001,p3398,0.5478185208203853
1018,t0001,p3397,0.5478185208203853
1017,t0001,p3396,0.5478185208203853
998,t0001,p3377,0.5478185208203853
960,t0001,p3339,0.5478185208203853
997,t0001,p3376,0.5478185208203853
975,t0001,p3354,0.5478185208203853
974,t0001,p3353,0.5478185208203853
973,t0001,p3352,0.5478185208203853
972,t0001,p3351,0.5478185208203853
971,t0001,p3350,0.5478185208203853
970,t0001,p3349,0.5478185208203853
967,t0001,p3346,0.5478185208203853
966,t0001,p3345,0.5478185208203853
965,t0001,p3344,0.5478185208203853
964,t0001,p3343,0.5478185208203853
963,t0001,p3342,0.5478185208203853
962,t0001,p3341,0.5478185208203853
968,t0001,p3347,0.5478185208203853
977,t0001,p3356,0.5478185208203853
978,t0001,p3357,0.5478185208203853
979,t0001,p3358,0.5478185208203853
994,t0001,p3373,0.5478185208203853
993,t0001,p3372,0.5478185208203853
992,t0001,p3371,0.5478185208203853
991,t0001,p3370,0.5478185208203853
990,t0001,p3369,0.5478185208203853
989,t0001,p3368,0.5478185208203853
988,t0001,p3367,0.5478185208203853
987,t0001,p3366,0.5478185208203853
986,t0001,p3365,0.5478185208203853
985,t0001,p3364,0.5478185208203853
984,t0001,p3363,0.5478185208203853
983,t0001,p3362,0.5478185208203853
982,t0001,p3361,0.5478185208203853
981,t0001,p3360,0.5478185208203853
980,t0001,p3359,0.5478185208203853
996,t0001,p3375,0.5478185208203853
199,t0001,p2271,0.0
198,t0001,p2270,0.0
197,t0001,p2269,0.0
196,t0001,p2268,0.0
195,t0001,p2267,0.0
194,t0001,p2266,0.0
200,t0001,p2272,0.0
193,t0001,p2265,0.0
191,t0001,p2263,0.0
190,t0001,p2262,0.0
189,t0001,p2261,0.0
188,t0001,p2260,0.0
187,t0001,p2259,0.0
186,t0001,p2258,0.0
192,t0001,p2264,0.0
201,t0001,p2273,0.0
202,t0001,p2274,0.0
203,t0001,p2275,0.0
218,t0001,p2290,0.0
217,t0001,p2289,0.0
216,t0001,p2288,0.0
215,t0001,p2287,0.0
214,t0001,p2286,0.0
213,t0001,p2285,0.0
212,t0001,p2284,0.0
211,t0001,p2283,0.0
210,t0001,p2282,0.0
209,t0001,p2281,0.0
208,t0001,p2280,0.0
207,t0001,p2279,0.0
206,t0001,p2278,0.0
205,t0001,p2277,0.0
204,t0001,p2276,0.0
185,t0001,p2257,0.0
219,t0001,p2291,0.0
184,t0001,p2256,0.0
182,t0001,p2254,0.0
162,t0001,p2234,0.0
161,t0001,p2233,0.0
160,t0001,p2232,0.0
159,t0001,p2231,0.0
158,t0001,p2230,0.0
157,t0001,p2229,0.0
163,t0001,p2235,0.0
156,t0001,p2228,0.0
154,t0001,p2226,0.0
153,t0001,p2225,0.0
152,t0001,p2224,0.0
151,t0001,p2223,0.0
150,t0001,p2222,0.0
149,t0001,p2221,0.0
155,t0001,p2227,0.0
164,t0001,p2236,0.0
165,t0001,p2237,0.0
166,t0001,p2238,0.0
181,t0001,p2253,0.0
180,t0001,p2252,0.0
179,t0001,p2251,0.0
178,t0001,p2250,0.0
177,t0001,p2249,0.0
176,t0001,p2248,0.0
175,t0001,p2247,0.0
174,t0001,p2246,0.0
173,t0001,p2245,0.0
172,t0001,p2244,0.0
171,t0001,p2243,0.0
170,t0001,p2242,0.0
169,t0001,p2241,0.0
168,t0001,p2240,0.0
167,t0001,p2239,0.0
183,t0001,p2255,0.0
148,t0001,p2220,0.0
220,t0001,p2292,0.0
222,t0001,p2294,0.0
273,t0001,p2345,0.0
272,t0001,p2344,0.0
271,t0001,p2343,0.0
270,t0001,p2342,0.0
269,t0001,p2341,0.0
268,t0001,p2340,0.0
274,t0001,p2346,0.0
267,t0001,p2339,0.0
265,t0001,p2337,0.0
264,t0001,p2336,0.0
263,t0001,p2335,0.0
262,t0001,p2334,0.0
261,t0001,p2333,0.0
260,t0001,p2332,0.0
266,t0001,p2338,0.0
275,t0001,p2347,0.0
276,t0001,p2348,0.0
277,t0001,p2349,0.0
292,t0001,p2364,0.0
291,t0001,p2363,0.0
290,t0001,p2362,0.0
289,t0001,p2361,0.0
288,t0001,p2360,0.0
287,t0001,p2359,0.0
286,t0001,p2358,0.0
285,t0001,p2357,0.0
284,t0001,p2356,0.0
283,t0001,p2355,0.0
282,t0001,p2354,0.0
281,t0001,p2353,0.0
280,t0001,p2352,0.0
279,t0001,p2351,0.0
278,t0001,p2350,0.0
259,t0001,p2331,0.0
221,t0001,p2293,0.0
258,t0001,p2330,0.0
256,t0001,p2328,0.0
236,t0001,p2308,0.0
235,t0001,p2307,0.0
234,t0001,p2306,0.0
233,t0001,p2305,0.0
232,t0001,p2304,0.0
231,t0001,p2303,0.0
237,t0001,p2309,0.0
230,t0001,p2302,0.0
228,t0001,p2300,0.0
227,t0001,p2299,0.0
226,t0001,p2298,0.0
225,t0001,p2297,0.0
224,t0001,p2296,0.0
223,t0001,p2295,0.0
229,t0001,p2301,0.0
238,t0001,p2310,0.0
239,t0001,p2311,0.0
240,t0001,p2312,0.0
255,t0001,p2327,0.0
254,t0001,p2326,0.0
253,t0001,p2325,0.0
252,t0001,p2324,0.0
251,t0001,p2323,0.0
250,t0001,p2322,0.0
249,t0001,p2321,0.0
248,t0001,p2320,0.0
247,t0001,p2319,0.0
246,t0001,p2318,0.0
245,t0001,p2317,0.0
244,t0001,p2316,0.0
243,t0001,p2315,0.0
242,t0001,p2314,0.0
241,t0001,p2313,0.0
257,t0001,p2329,0.0
293,t0001,p2365,0.0
147,t0001,p2219,0.0
145,t0001,p2217,0.0
51,t0001,p2123,0.0
50,t0001,p2122,0.0
49,t0001,p2121,0.0
48,t0001,p2120,0.0
47,t0001,p2119,0.0
46,t0001,p2118,0.0
52,t0001,p2124,0.0
45,t0001,p2117,0.0
43,t0001,p2115,0.0
42,t0001,p2114,0.0
41,t0001,p2113,0.0
40,t0001,p2112,0.0
39,t0001,p2111,0.0
38,t0001,p2110,0.0
44,t0001,p2116,0.0
53,t0001,p2125,0.0
54,t0001,p2126,0.0
55,t0001,p2127,0.0
70,t0001,p2142,0.0
69,t0001,p2141,0.0
68,t0001,p2140,0.0
67,t0001,p2139,0.0
66,t0001,p2138,0.0
65,t0001,p2137,0.0
64,t0001,p2136,0.0
63,t0001,p2135,0.0
62,t0001,p2134,0.0
61,t0001,p2133,0.0
60,t0001,p2132,0.0
59,t0001,p2131,0.0
58,t0001,p2130,0.0
57,t0001,p2129,0.0
56,t0001,p2128,0.0
37,t0001,p2109,0.0
71,t0001,p2143,0.0
36,t0001,p2108,0.0
34,t0001,p2106,0.0
14,t0001,p2086,0.0
13,t0001,p2085,0.0
12,t0001,p2084,0.0
11,t0001,p2083,0.0
10,t0001,p2082,0.0
9,t0001,p2081,0.0
15,t0001,p2087,0.0
8,t0001,p2080,0.0
6,t0001,p2078,0.0
5,t0001,p2077,0.0
4,t0001,p2076,0.0
3,t0001,p2075,0.0
2,t0001,p2074,0.0
7,t0001,p2079,0.0
16,t0001,p2088,0.0
17,t0001,p2089,0.0
18,t0001,p2090,0.0
33,t0001,p2105,0.0
32,t0001,p2104,0.0
31,t0001,p2103,0.0
30,t0001,p2102,0.0
29,t0001,p2101,0.0
28,t0001,p2100,0.0
27,t0001,p2099,0.0
26,t0001,p2098,0.0
25,t0001,p2097,0.0
24,t0001,p2096,0.0
23,t0001,p2095,0.0
22,t0001,p2094,0.0
21,t0001,p2093,0.0
20,t0001,p2092,0.0
19,t0001,p2091,0.0
35,t0001,p2107,0.0
146,t0001,p2218,0.0
72,t0001,p2144,0.0
74,t0001,p2146,0.0
125,t0001,p2197,0.0
124,t0001,p2196,0.0
123,t0001,p2195,0.0
122,t0001,p2194,0.0
121,t0001,p2193,0.0
120,t0001,p2192,0.0
126,t0001,p2198,0.0
119,t0001,p2191,0.0
117,t0001,p2189,0.0
116,t0001,p2188,0.0
115,t0001,p2187,0.0
114,t0001,p2186,0.0
113,t0001,p2185,0.0
112,t0001,p2184,0.0
118,t0001,p2190,0.0
127,t0001,p2199,0.0
128,t0001,p2200,0.0
129,t0001,p2201,0.0
144,t0001,p2216,0.0
143,t0001,p2215,0.0
142,t0001,p2214,0.0
141,t0001,p2213,0.0
140,t0001,p2212,0.0
139,t0001,p2211,0.0
138,t0001,p2210,0.0
137,t0001,p2209,0.0
136,t0001,p2208,0.0
135,t0001,p2207,0.0
134,t0001,p2206,0.0
133,t0001,p2205,0.0
132,t0001,p2204,0.0
131,t0001,p2203,0.0
130,t0001,p2202,0.0
111,t0001,p2183,0.0
73,t0001,p2145,0.0
110,t0001,p2182,0.0
108,t0001,p2180,0.0
88,t0001,p2160,0.0
87,t0001,p2159,0.0
86,t0001,p2158,0.0
85,t0001,p2157,0.0
84,t0001,p2156,0.0
83,t0001,p2155,0.0
89,t0001,p2161,0.0
82,t0001,p2154,0.0
80,t0001,p2152,0.0
79,t0001,p2151,0.0
78,t0001,p2150,0.0
77,t0001,p2149,0.0
76,t0001,p2148,0.0
75,t0001,p2147,0.0
81,t0001,p2153,0.0
90,t0001,p2162,0.0
91,t0001,p2163,0.0
92,t0001,p2164,0.0
107,t0001,p2179,0.0
106,t0001,p2178,0.0
105,t0001,p2177,0.0
104,t0001,p2176,0.0
103,t0001,p2175,0.0
102,t0001,p2174,0.0
101,t0001,p2173,0.0
100,t0001,p2172,0.0
99,t0001,p2171,0.0
98,t0001,p2170,0.0
97,t0001,p2169,0.0
96,t0001,p2168,0.0
95,t0001,p2167,0.0
94,t0001,p2166,0.0
93,t0001,p2165,0.0
109,t0001,p2181,0.0
294,t0001,p2366,0.0
1,t0001,p2073,0.0
514,t0001,p2586,0.0
495,t0001,p2567,0.0
494,t0001,p2566,0.0
493,t0001,p2565,0.0
491,t0001,p2563,0.0
490,t0001,p2562,0.0
496,t0001,p2568,0.0
489,t0001,p2561,0.0
487,t0001,p2559,0.0
486,t0001,p2558,0.0
485,t0001,p2557,0.0
484,t0001,p2556,0.0
483,t0001,p2555,0.0
482,t0001,p2554,0.0
488,t0001,p2560,0.0
481,t0001,p2553,0.0
497,t0001,p2569,0.0
499,t0001,p2571,0.0
