index,timestep,node,demand_el,demand_el_da
221,t0002,bus066,40.34891400019573,37.76047398468451
222,t0002,bus062,79.66324217104204,74.5527322871853
223,t0002,bus071,0.0,0.0
224,t0002,bus065,0.0,0.0
225,t0002,bus020,91.00058276865894,84.60587500246692
226,t0002,bus028,85.95292682532364,79.91292321244421
227,t0002,bus014,70.76236342195682,65.789816860592
228,t0002,bus017,54.26619572319476,50.45285241620745
229,t0002,bus021,70.76236342195682,65.789816860592
230,t0002,bus114,40.4288376543137,37.587860220318674
231,t0002,bus023,35.38118171097841,32.894908430296
232,t0002,bus005,0.0,0.0
233,t0002,bus009,0.0,0.0
234,t0002,bus030,0.0,0.0
235,t0002,bus022,50.57176151153404,47.018030027089125
236,t0003,bus050,15.942054591642156,15.64628808360614
237,t0003,bus043,16.879822610340007,16.566658070535645
238,t0003,bus052,16.879822610340007,16.566658070535645
239,t0003,bus040,18.555444953931584,18.21119326870928
240,t0003,bus051,15.942054591642156,15.64628808360614
241,t0003,bus038,0.0,0.0
242,t0003,bus097,14.066520280467794,13.805549803942586
243,t0003,bus057,11.253212771931548,11.044436454763156
244,t0003,bus058,11.253212771931548,11.044436454763156
245,t0003,bus037,0.0,0.0
246,t0003,bus042,34.69740978693518,34.05368273960989
247,t0003,bus044,15.004286572944302,14.725918096676637
248,t0003,bus048,18.755358647735715,18.407398044394657
249,t0003,bus118,30.946339438365115,30.37220448608732
250,t0003,bus033,22.900292289171844,22.475432403989707
251,t0003,bus039,25.31973305239934,24.84998625870574
252,t0003,bus067,26.25749934487585,25.77035455143979
253,t0003,bus116,0.0,0.0
254,t0003,bus098,31.884105730841625,31.29257277882137
255,t0003,bus047,31.884105730841625,31.29257277882137
256,t0003,bus035,32.850009431219064,32.24055645747781
257,t0003,bus041,34.69740978693518,34.05368273960989
258,t0003,bus079,36.57294582433089,35.8944227134689
259,t0003,bus034,58.73240087812724,57.64276233646762
260,t0003,bus045,49.701696359879485,48.77960083628653
261,t0003,bus063,0.0,0.0
262,t0003,bus053,21.56866097760793,21.16850631098772
263,t0003,bus068,0.0,0.0
264,t0003,bus095,128.4145270829761,120.71778652247858
265,t0003,bus087,0.0,0.0
266,t0003,bus108,6.114976180923011,5.748464803532081
267,t0003,bus102,15.287440452307528,14.371162008830202
268,t0003,bus109,24.459904723692045,22.993859214128324
269,t0003,bus084,33.63236899507656,31.616556419426445
270,t0003,bus093,36.68985708553807,34.49078882119249
271,t0003,bus103,70.32223972241107,66.10735806477138
272,t0003,bus107,84.4709312166468,79.40802394870148
273,t0003,bus085,73.37972781287257,68.98159046653741
274,t0003,bus083,61.14977545102655,57.48466085947325
275,t0003,bus086,64.20726354148805,60.35889326123929
276,t0003,bus101,67.26475163194957,63.23312566300533
277,t0003,bus094,91.7246563556416,86.22698487713365
278,t0003,bus110,119.24204916979517,112.09507649302802
279,t0003,bus091,0.0,0.0
280,t0003,bus096,116.18456107933363,109.22084409126197
281,t0003,bus077,57.20383878324097,56.14255903752712
282,t0003,bus106,131.47201517343763,123.5920189242446
283,t0003,bus088,146.75945562574515,137.96318093307482
284,t0003,bus082,165.10438416851417,155.20857534367107
285,t0003,bus104,116.18456107933363,109.22084409126197
286,t0003,bus105,94.7821444461031,89.10121727889968
287,t0003,bus112,76.43721590333408,71.85582286830345
288,t0003,bus111,0.0,0.0
289,t0003,bus090,238.48411198138672,224.19016581020847
290,t0003,bus089,0.0,0.0
291,t0003,bus092,198.73675316359072,186.82513176309752
292,t0003,bus100,113.12707298887214,106.34661168949594
293,t0003,bus081,0.0,0.0
294,t0003,bus055,59.079374820636666,57.98329901138612
295,t0003,bus064,0.0,0.0
296,t0003,bus062,72.20812535618526,70.86847713420374
297,t0003,bus024,0.0,0.0
298,t0003,bus008,0.0,0.0
299,t0003,bus117,92.38057694372674,88.26976864946197
300,t0003,bus002,92.38057694372674,88.26976864946197
301,t0003,bus115,101.6055789152242,97.08427075319892
302,t0003,bus031,198.6421792506425,189.80287617341892
303,t0003,bus029,110.87409829812628,105.94035380353728
304,t0003,bus016,115.48660427841322,110.34760962769391
305,t0003,bus019,207.86718122214,198.6173782771559
306,t0003,bus006,240.19821052832395,229.5097213591248
307,t0003,bus013,157.0426355560947,150.0544548133998
308,t0003,bus003,180.1486628907812,172.13229579163178
309,t0003,bus072,0.0,0.0
310,t0003,bus027,286.4102651976969,273.6654033155887
311,t0003,bus070,287.19350867944434,274.41379354238023
312,t0003,bus001,235.5857195316516,225.10247985183264
313,t0003,bus074,295.8963566540072,282.7293767820698
314,t0003,bus018,277.14174581479483,264.80932026525034
315,t0003,bus032,272.5292398345079,260.4020644410937
316,t0003,bus113,0.0,0.0
317,t0003,bus011,323.3537855005532,308.96498790484986
318,t0003,bus015,415.7343774278946,397.2347708711762
319,t0003,bus012,217.09219817725207,207.4318946977573
320,t0003,bus025,0.0,0.0
321,t0003,bus010,0.0,0.0
322,t0003,bus026,0.0,0.0
323,t0003,bus075,204.5166002599744,195.4158935478301
324,t0003,bus073,0.0,0.0
325,t0003,bus076,63.76821664034728,62.5851506402291
326,t0003,bus036,30.861939298211716,30.289370187688345
327,t0003,bus056,78.77249976084889,77.31106534851483
328,t0003,bus046,26.25749934487585,25.77035455143979
329,t0003,bus078,66.58151897021949,65.34625890682217
330,t0003,bus060,73.14589337488312,71.78884712113324
331,t0003,bus061,0.0,0.0
332,t0003,bus054,105.9677671244226,104.00178988688413
333,t0003,bus004,138.5926316130997,132.4254506059259
334,t0003,bus059,259.7616962975503,254.94244233039123
335,t0003,bus080,121.90982344228608,119.64807966468572
336,t0003,bus099,0.0,0.0
337,t0003,bus069,0.0,0.0
338,t0003,bus066,36.57294582433089,35.8944227134689
339,t0003,bus049,81.58580381694244,80.07217530930335
340,t0003,bus071,0.0,0.0
341,t0003,bus065,0.0,0.0
342,t0003,bus020,83.15557497222926,79.45526654572502
343,t0003,bus028,78.5430689919423,75.04801072156839
344,t0003,bus014,64.66205861236793,61.78468616393783
345,t0003,bus021,64.66205861236793,61.78468616393783
346,t0003,bus017,49.58799789655775,47.38140036498652
347,t0003,bus007,87.76808594705442,83.86252714216978
348,t0003,bus114,36.94353528647091,35.29959890612554
349,t0003,bus023,32.331029306183964,30.892343081968917
350,t0003,bus005,0.0,0.0
351,t0003,bus009,0.0,0.0
352,t0003,bus030,0.0,0.0
353,t0003,bus022,46.21205466937297,44.15568195646391
354,t0004,bus043,16.566126765508074,15.881804252602077
355,t0004,bus052,16.566126765508074,15.881804252602077
356,t0004,bus040,18.210609222216583,17.458355539693578
357,t0004,bus050,15.645786295527564,14.999481703893148
358,t0004,bus051,15.645786295527564,14.999481703893148
359,t0004,bus057,11.044082251483887,10.587867336189884
360,t0004,bus097,13.805107049707663,13.23483823063392
361,t0004,bus058,11.044082251483887,10.587867336189884
362,t0004,bus037,0.0,0.0
363,t0004,bus038,0.0,0.0
364,t0004,bus044,14.725445825547054,14.117159155184222
365,t0004,bus042,34.05259061271442,32.64592780559583
366,t0004,bus045,48.778036438261466,46.76308696078005
367,t0004,bus053,21.167827421269507,20.29341537198809
368,t0004,bus033,22.474711600181102,21.54631407330139
369,t0004,bus039,24.84918930119155,23.822705566823803
370,t0004,bus067,25.769528077030937,24.705026491374102
371,t0004,bus116,0.0,0.0
372,t0004,bus118,30.371230426933494,29.116639234918747
373,t0004,bus098,31.291569202772884,29.998960159469046
374,t0004,bus047,31.291569202772884,29.998960159469046
375,t0004,bus035,32.23952247888872,30.907754869601938
376,t0004,bus041,34.05259061271442,32.64592780559583
377,t0004,bus079,35.89327155267544,34.41057290301369
378,t0004,bus034,57.64091369027101,55.25985169182903
379,t0004,bus063,0.0,0.0
380,t0004,bus048,18.40680770546909,17.64644935001993
381,t0004,bus064,0.0,0.0
382,t0004,bus095,127.4421200515303,115.09959915271456
383,t0004,bus081,0.0,0.0
384,t0004,bus077,56.14075850396444,53.82166572629285
385,t0004,bus102,15.171677735064272,13.702330321199751
386,t0004,bus109,24.27468437610284,21.923728513919603
387,t0004,bus084,33.377691017141395,30.14512670663945
388,t0004,bus093,36.41202656415425,32.8855927708794
389,t0004,bus103,69.78973111979086,63.0307317048372
390,t0004,bus107,83.83128296707793,75.71238662749
391,t0004,bus085,72.82406666680372,65.77119776907713
392,t0004,bus083,60.6867244787523,54.80933351211734
393,t0004,bus086,63.72106002576515,57.54979957635729
394,t0004,bus101,66.75539557277801,60.29026564059724
395,t0004,bus094,91.03007994888084,82.21399415451684
396,t0004,bus110,118.33909987199652,106.8781887326764
397,t0004,bus091,0.0,0.0
398,t0004,bus096,115.30476432498368,104.13772266843644
399,t0004,bus106,130.47645559854317,117.84006521695451
400,t0004,bus088,145.64813333360743,131.54239553815427
401,t0004,bus082,163.85414661568456,147.985191923594
402,t0004,bus104,115.30476432498368,104.13772266843644
403,t0004,bus105,94.0644154958937,84.9544602187568
404,t0004,bus112,75.85840221381657,68.51166383331709
405,t0004,bus111,0.0,0.0
406,t0004,bus090,236.67821328248823,213.75638969267112
407,t0004,bus089,0.0,0.0
408,t0004,bus092,197.23183763282597,178.13031863023343
409,t0004,bus100,112.27042877797084,101.3972566041965
410,t0004,bus087,0.0,0.0
411,t0004,bus068,0.0,0.0
412,t0004,bus055,57.98143944392545,55.586310823710704
413,t0004,bus108,6.068671094025709,5.480932128479901
414,t0004,bus062,70.86620432951149,67.93882488147707
415,t0004,bus008,0.0,0.0
416,t0004,bus117,89.26225616918009,86.42859219934708
417,t0004,bus002,89.26225616918009,86.42859219934708
418,t0004,bus115,98.1758667611836,95.0592368630885
419,t0004,bus031,191.9369815267116,185.8438696967808
420,t0004,bus029,107.13152582758649,103.73059515655912
421,t0004,bus016,111.58833594953504,108.04592216117511
422,t0004,bus019,200.85059211871516,194.47451436052225
423,t0004,bus006,232.0902824910736,224.7224889860917
424,t0004,bus013,151.74163691389705,146.924541450486
425,t0004,bus003,174.067716694252,168.54187141231407
426,t0004,bus027,276.74244205178354,267.95714890974773
427,t0004,bus024,0.0,0.0
428,t0004,bus075,197.61311053919889,191.3398078541285
429,t0004,bus001,227.63348684696544,220.4071759997116
430,t0004,bus074,285.90832901234273,276.83206133362853
431,t0004,bus018,267.7867829853806,259.28579061627715
432,t0004,bus032,263.3299728634321,254.97046361166116
433,t0004,bus113,0.0,0.0
434,t0004,bus011,312.43892806825016,302.5204365216974
435,t0004,bus015,401.7011987152706,388.9490427392803
436,t0004,bus012,209.76421718855903,203.1051730424995
437,t0004,bus025,0.0,0.0
438,t0004,bus010,0.0,0.0
439,t0004,bus026,0.0,0.0
440,t0004,bus070,277.4992470277166,268.68992882643937
441,t0004,bus072,0.0,0.0
442,t0004,bus076,62.58314348796912,59.99792519141397
443,t0004,bus004,133.91441572989,129.66325212300316
444,t0004,bus036,30.288398785091985,29.037229247281356
445,t0004,bus056,77.30858592523394,74.11508109828094
446,t0004,bus046,25.769528077030937,24.705026491374102
447,t0004,bus078,65.34416320376954,62.64489121338213
448,t0004,bus060,71.78654479949199,68.82114743018599
449,t0004,bus061,0.0,0.0
450,t0004,bus054,103.99845447224538,99.70243013836398
451,t0004,bus073,0.0,0.0
452,t0004,bus059,254.9342661369324,244.4033037642488
453,t0004,bus080,119.64424246191406,114.70191346641576
454,t0004,bus099,0.0,0.0
455,t0004,bus069,0.0,0.0
456,t0004,bus066,35.89327155267544,34.41057290301369
457,t0004,bus049,80.06960733517548,76.76204874440772
458,t0004,bus071,0.0,0.0
459,t0004,bus065,0.0,0.0
460,t0004,bus020,80.34864557717657,77.79794753560567
461,t0004,bus028,75.891835455228,73.48262053098966
462,t0004,bus014,62.47938074471696,60.49594925113892
463,t0004,bus021,62.47938074471696,60.49594925113892
464,t0004,bus017,47.91414729803632,46.39309463064255
465,t0004,bus007,84.80546052507191,82.11327921296696
466,t0004,bus114,35.69650049430703,34.56330163018546
467,t0004,bus023,31.23969037235848,30.24797462556946
468,t0004,bus005,0.0,0.0
469,t0004,bus009,0.0,0.0
470,t0004,bus030,0.0,0.0
471,t0004,bus022,44.6521595607099,43.23465992365608
472,t0005,bus043,16.426706390027107,15.464015397294975
473,t0005,bus052,16.426706390027107,15.464015397294975
474,t0005,bus040,18.0573488970098,16.99909371651137
475,t0005,bus050,15.514111497254309,14.604903342921183
476,t0005,bus051,15.514111497254309,14.604903342921183
477,t0005,bus057,10.951135353507077,10.309341489618928
478,t0005,bus097,13.68892339159196,12.886680815606892
479,t0005,bus058,10.951135353507077,10.309341489618928
480,t0005,bus037,0.0,0.0
481,t0005,bus038,0.0,0.0
482,t0005,bus044,14.601516604481512,13.745791288547393
483,t0005,bus042,33.76600431306052,31.787139686097163
484,t0005,bus045,48.36752091754203,45.53293097464456
485,t0005,bus053,20.989679174007847,19.75957408773065
486,t0005,bus033,22.285564627296186,20.979513869143418
487,t0005,bus039,24.64005874509904,23.19602230522582
488,t0005,bus067,25.552651957988587,24.05513277816632
489,t0005,bus116,0.0,0.0
490,t0005,bus118,30.11562642185257,28.35069305003529
491,t0005,bus098,31.02821963474213,29.209803522975783
492,t0005,bus047,31.02821963474213,29.209803522975783
493,t0005,bus035,31.96819494451947,30.094691358573726
494,t0005,bus041,33.76600431306052,31.787139686097163
495,t0005,bus079,35.59119409860611,33.50536379484475
496,t0005,bus034,57.15580827344564,53.80617868241722
497,t0005,bus063,0.0,0.0
498,t0005,bus048,18.2518961755727,17.182239506042563
499,t0005,bus064,0.0,0.0
500,t0005,bus095,130.0120529203515,111.7062915872767
501,t0005,bus081,0.0,0.0
502,t0005,bus077,55.66827837984116,52.40582582820161
503,t0005,bus102,15.477622059207178,13.298365220666565
504,t0005,bus109,24.764195294731483,21.2773843530665
505,t0005,bus084,34.05076853025579,29.25640348546644
506,t0005,bus093,37.146292942097226,31.91607652959975
507,t0005,bus103,71.19707528385862,61.172491881904975
508,t0005,bus107,85.52178191236722,73.48027273455156
509,t0005,bus085,74.29259969570005,63.83216492603828
510,t0005,bus083,61.91050204833432,53.19347274950504
511,t0005,bus086,65.00602646017575,55.85314579363835
512,t0005,bus101,68.10155087201719,58.51281883777166
513,t0005,bus094,92.86574616674866,79.79020319083816
514,t0005,bus110,120.72546587332158,103.72726058803796
515,t0005,bus091,0.0,0.0
516,t0005,bus096,117.62994146148014,101.06758754390464
517,t0005,bus106,133.10757733219293,114.36596463141
518,t0005,bus088,148.5851993914001,127.66432985207656
519,t0005,bus082,167.15834586244873,143.62236811687646
520,t0005,bus104,117.62994146148014,101.06758754390464
521,t0005,bus105,95.9612705785901,82.44987623497147
522,t0005,bus112,77.38812410754149,66.4918379701716
523,t0005,bus111,0.0,0.0
524,t0005,bus090,241.4509455581488,207.4545330429147
525,t0005,bus089,0.0,0.0
526,t0005,bus092,201.2091143927045,172.87877160234288
527,t0005,bus100,114.53441704963872,98.40791449977137
528,t0005,bus087,0.0,0.0
529,t0005,bus068,0.0,0.0
530,t0005,bus108,6.191048823682871,5.319346088266625
531,t0005,bus055,57.49346816538676,54.12404993694919
532,t0005,bus062,70.26979498432267,66.151617116749
533,t0005,bus008,0.0,0.0
534,t0005,bus117,87.78305272484381,85.82742547805765
535,t0005,bus002,87.78305272484381,85.82742547805765
536,t0005,bus115,96.54895202144634,94.39803842980324
537,t0005,bus031,188.75631081151352,184.55120546409648
538,t0005,bus029,105.35620298899704,103.00908182166827
539,t0005,bus016,109.73915738327226,107.29439293778442
540,t0005,bus019,197.52221010811607,193.12181841584209
541,t0005,bus006,228.24421406314704,223.15939882731445
542,t0005,bus013,149.2270606349058,145.9025863010024
543,t0005,bus003,171.18316529333424,167.36955376072916
544,t0005,bus075,194.33837823575396,190.00891581929693
545,t0005,bus024,0.0,0.0
546,t0005,bus070,272.90068701343534,266.8210167055116
547,t0005,bus074,281.1704184643735,274.9065154185003
548,t0005,bus018,263.34917241245324,257.48229035490294
549,t0005,bus032,258.96621801817804,253.1969792387868
550,t0005,bus113,0.0,0.0
551,t0005,bus011,307.26136749138834,300.4162113536265
552,t0005,bus015,395.04443445415393,386.2436507524141
553,t0005,bus012,206.2881236426404,201.69244528831763
554,t0005,bus025,0.0,0.0
555,t0005,bus010,0.0,0.0
556,t0005,bus026,0.0,0.0
557,t0005,bus076,62.05644430913399,58.41961179025144
558,t0005,bus001,223.86127390679368,218.8741016319283
559,t0005,bus072,0.0,0.0
560,t0005,bus027,272.156423380004,266.093333746768
561,t0005,bus004,131.6952620417007,128.7613603975112
562,t0005,bus073,0.0,0.0
563,t0005,bus056,76.65795755384902,72.16539991593226
564,t0005,bus046,25.552651957988587,24.05513277816632
565,t0005,bus078,64.79422730756913,60.99694637193953
566,t0005,bus060,71.18238987709546,67.01072917112279
567,t0005,bus061,0.0,0.0
568,t0005,bus054,103.1232044046104,97.07964474847236
569,t0005,bus049,79.39574223216741,74.74273607905363
570,t0005,bus059,252.78874162110048,237.973997944275
571,t0005,bus080,118.63731758174794,111.68454967282683
572,t0005,bus099,0.0,0.0
573,t0005,bus069,0.0,0.0
574,t0005,bus066,35.59119409860611,33.50536379484475
575,t0005,bus065,0.0,0.0
576,t0005,bus036,30.033491890371906,28.273372032096
577,t0005,bus007,83.40011256849041,81.5421282826715
